Unnamed: 0,surfactant,nanoparticle,concentration,run_id,bd_row_idx,bd_t [s],bd_BC [mm?²],bd_M?B?A? [µm²],bd_SD M?B?A? [µm²],bd_R_avg [Âµm],bd_Ravg [µm],bd_R21 [µm],bd_R32 [µm],bd_v,bd_w,hd_t [s],hd_h_foam [mm],hd_h_liquid [mm],hd_h_total [mm],hd_V_foam [mL],hd_V_liquid [mL],hd_V_total [mL],hd_FVS [%],hd_FLS [%],hd_T [°C],frame_path
34047,Cocobetain 1 wt.%,Zno,0.025,1,81,471.69,1.478,,,,,,,3.0,6.0,471.26,,,,,,,53.4,23.4,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_147.png
34048,Cocobetain 1 wt.%,Zno,0.025,1,82,476.69,1.479,,,,,,,3.0,6.0,476.26,,,,,,,53.3,23.4,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_148.png
34049,Cocobetain 1 wt.%,Zno,0.025,1,83,481.69,1.462,,,,,,,2.0,5.0,481.26,,,,,,,53.5,23.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_149.png
34050,Cocobetain 1 wt.%,Zno,0.025,1,84,486.69,1.501,,,,,,,3.0,6.0,486.26,,,,,,,53.4,23.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_150.png
34051,Cocobetain 1 wt.%,Zno,0.025,1,85,491.69,1.636,,,,,,,3.0,7.0,491.26,,,,,,,53.4,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_151.png
34052,Cocobetain 1 wt.%,Zno,0.025,1,86,496.69,1.589,,,,,,,3.0,6.0,496.26,,,,,,,53.2,24.5,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_152.png
34053,Cocobetain 1 wt.%,Zno,0.025,1,87,501.69,1.629,,,,,,,3.0,6.0,501.26,,,,,,,53.0,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_153.png
34054,Cocobetain 1 wt.%,Zno,0.025,1,88,506.69,1.571,,,,,,,2.0,6.0,506.26,,,,,,,53.0,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_154.png
34055,Cocobetain 1 wt.%,Zno,0.025,1,89,511.69,1.605,,,,,,,2.0,6.0,511.26,,,,,,,53.0,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_155.png
34056,Cocobetain 1 wt.%,Zno,0.025,1,90,516.69,1.755,,,,,,,3.0,6.0,516.26,,,,,,,52.8,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_156.png
34057,Cocobetain 1 wt.%,Zno,0.025,1,91,521.69,1.597,,,,,,,2.0,6.0,521.26,,,,,,,52.7,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_157.png
34058,Cocobetain 1 wt.%,Zno,0.025,1,92,526.69,1.641,,,,,,,3.0,6.0,526.26,,,,,,,52.7,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_158.png
34059,Cocobetain 1 wt.%,Zno,0.025,1,93,531.69,1.689,,,,,,,3.0,6.0,531.26,,,,,,,52.5,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_159.png
34060,Cocobetain 1 wt.%,Zno,0.025,1,94,536.69,2.11,,,,,,,3.0,8.0,536.26,,,,,,,52.4,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_160.png
34061,Cocobetain 1 wt.%,Zno,0.025,1,95,541.69,1.508,,,,,,,3.0,9.0,541.26,,,,,,,52.3,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_161.png
34062,Cocobetain 1 wt.%,Zno,0.025,1,96,546.69,1.481,,,,,,,3.0,10.0,546.26,,,,,,,52.3,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_162.png
34063,Cocobetain 1 wt.%,Zno,0.025,1,97,551.69,1.408,,,,,,,3.0,9.0,551.26,,,,,,,52.1,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_163.png
34064,Cocobetain 1 wt.%,Zno,0.025,1,98,556.69,1.474,,,,,,,3.0,10.0,556.26,,,,,,,52.3,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_164.png
34065,Cocobetain 1 wt.%,Zno,0.025,1,99,561.69,1.413,,,,,,,3.0,10.0,561.26,,,,,,,52.1,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_165.png
34066,Cocobetain 1 wt.%,Zno,0.025,1,100,566.69,1.442,,,,,,,3.0,11.0,566.26,,,,,,,51.9,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_166.png
34067,Cocobetain 1 wt.%,Zno,0.025,1,101,571.69,1.42,,,,,,,3.0,11.0,571.26,,,,,,,51.6,24.2,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_167.png
34068,Cocobetain 1 wt.%,Zno,0.025,1,102,576.69,1.44,,,,,,,3.0,11.0,576.26,,,,,,,51.5,23.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_168.png
34069,Cocobetain 1 wt.%,Zno,0.025,1,103,581.69,1.151,,,,,,,2.0,5.0,581.26,,,,,,,51.4,23.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_169.png
34070,Cocobetain 1 wt.%,Zno,0.025,1,104,586.69,1.272,,,,,,,3.0,6.0,586.26,,,,,,,51.2,23.4,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_170.png
34071,Cocobetain 1 wt.%,Zno,0.025,1,105,591.69,1.208,,,,,,,2.0,5.0,591.26,,,,,,,51.1,23.4,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_171.png
34072,Cocobetain 1 wt.%,Zno,0.025,1,106,596.69,1.468,,,,,,,2.0,5.0,596.26,,,,,,,50.9,23.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Cocobetain 1 wt.%\Zno\0.025\1\extracted_frames\frame_172.png
